name,rated_movies,averageRating
Maggi Lowe,1,7.3
Choi Da-in,1,7.3
Lionel Messi,1,7.3
Alexander Calvert,1,7.3
Ramsés Ramos,1,7.3
Lane Bradbury,1,7.3
Soliman Cruz,1,7.3
Xavi Hernández,1,7.3
Trevor Noah,2,7.3
Ravinder Grewal,1,7.3
Susi Sánchez,2,7.3
Lelia Goldoni,1,7.3
Anthony Welsh,1,7.3
Daichi Watanabe,1,7.3
Meera Welankar,1,7.3
Sulekha Talvalkar,1,7.3
Yara Mustafa,1,7.3
Sylvia Meals,1,7.3
Anneliese Judge,1,7.3
Myrna Velasco,1,7.3
Carson Rowland,1,7.3
Surbhi Mahendru,1,7.3
Billy Green Bush,1,7.3
Jojo Riguerra,1,7.3
John Pleshette,1,7.3
Faith Wladyka,1,7.3
Jamie Lynn Spears,1,7.3
Noor Taher,1,7.3
Julie Lemieux,6,7.283333333333332
Reza Rahadian,5,7.279999999999999
Yuichi Nakamura,9,7.277777777777778
Geraldine Chaplin,4,7.275
Shuichi Ikeda,4,7.275
Toru Furuya,4,7.275
Rupert Friend,4,7.275
Satoshi Hino,4,7.275
Fuyumi Shiraishi,4,7.275
Carl Weathers,4,7.275
Harry Dean Stanton,4,7.275
Houko Kuwashima,4,7.2749999999999995
Daryl Hannah,4,7.2749999999999995
Rory Cochrane,3,7.266666666666667
Kensho Ono,3,7.266666666666667
John Boyega,3,7.266666666666667
Christopher Eccleston,3,7.266666666666667
Hannah John-Kamen,3,7.266666666666667
Koji Yakusho,3,7.266666666666667
Fahadh Faasil,3,7.266666666666667
Randall Duk Kim,3,7.266666666666667
Annie Chen,3,7.266666666666667
Jasper Liu,3,7.266666666666667
Omar Sharif,3,7.266666666666667
Ayushmann Khurrana,3,7.266666666666666
Kiyonobu Suzuki,3,7.266666666666666
Toshio Furukawa,3,7.266666666666666
Keiko Toda,3,7.266666666666666
Sam Waterston,3,7.266666666666666
Yo Inoue,3,7.266666666666666
Danny Sapani,3,7.266666666666666
Rumiko Ukai,3,7.266666666666666
Anurag Arora,5,7.26
Helena Bonham Carter,9,7.2555555555555555
Farhan Akhtar,8,7.250000000000001
Zachary Ray Sherman,2,7.25
Chuck Shamata,2,7.25
Kenichi Ogata,2,7.25
Meher Vij,2,7.25
Adil Dehbi,2,7.25
Gwyneth Paltrow,2,7.25
Bae Seong-woo,2,7.25
Saswata Chatterjee,2,7.25
Frédéric Pierrot,2,7.25
Ravindra Vijay,2,7.25
Minami Takayama,2,7.25
Oscar Cheda,2,7.25
Nikhila Vimal,2,7.25
Matthew Del Negro,2,7.25
Minnie Driver,2,7.25
Leon Rippy,2,7.25
Manuel Lourenzo,2,7.25
Song Sun-mi,2,7.25
Bob Gunton,2,7.25
Tom Schilling,2,7.25
Zheng Geping,2,7.25
Kanin Ngo,2,7.25
Sue Prado,2,7.25
Robert Carlyle,2,7.25
Christian Madsen,2,7.25
Timothy Spall,4,7.25
Raj Kapoor,2,7.25
Christoffer Nelwan,2,7.25
Carlos Blanco,2,7.25
Zoë Wanamaker,2,7.25
Paul Tei,2,7.25
Raj Mehra,2,7.25
Chang Ting-hu,2,7.25
Tsubasa Yonaga,2,7.25
Rob Heaps,2,7.25
Jana Pérez,2,7.25
Edison Wang,2,7.25
Eddie Hall,2,7.25
Daniel Henshall,2,7.25
Annemarie Blanco,2,7.25
Ruby Lin,2,7.25
Etsuko Kozakura,2,7.25
Tutie Kirana,2,7.25
Alex Sharp,2,7.25
Parker Young,2,7.25
Kabir Sajid,2,7.25
Sonali Kulkarni,8,7.249999999999999
Simon Pegg,7,7.242857142857142
Cam Clarke,5,7.24
Paintal,5,7.24
Thomas Brodie-Sangster,5,7.24
Shefali Shah,5,7.239999999999999
Carlos Santos,3,7.233333333333334
Yogendra Tikku,3,7.233333333333334
Hrishikesh Joshi,3,7.233333333333334
Amanda Chou,6,7.233333333333334
Cezmi Baskın,3,7.233333333333333
Karim Abdel Aziz,3,7.233333333333333
Michael Parks,3,7.233333333333333
Chetan Pandit,3,7.233333333333333
Tabu,6,7.233333333333333
Richard Armitage,3,7.233333333333333
Janel Tsai,3,7.233333333333333
Alan Alda,3,7.233333333333333
John Carroll Lynch,9,7.2333333333333325
Russell Crowe,4,7.225
Liv Tyler,5,7.220000000000001
M・A・O,5,7.220000000000001
Peter Mullan,5,7.220000000000001
Alia Bhatt,6,7.216666666666668
Michael Keaton,6,7.216666666666668
Robert Downey Jr.,6,7.216666666666668
Yoko Hikasa,6,7.216666666666666
Ranbir Kapoor,7,7.214285714285714
Christian Bale,7,7.214285714285714
Tom Hanks,8,7.2125
Spencer House,2,7.2
Tom Bateman,1,7.2
Cho Yu-jung,1,7.2
Olivia Newton-John,1,7.2
Rolf Peter Kahl,1,7.2
Henriette Müller,1,7.2
Zhang Jiongmin,1,7.2
Vicente Vergara,1,7.2
Cecilia Roth,2,7.2
Robert Aramayo,1,7.2
Betty Gabriel,1,7.2
Phoenix Raei,1,7.2
Abraham Lim,1,7.2
Frankie Avalon,1,7.2
Jon Rod,1,7.2
Tyler Howitt,1,7.2
Seo Sang-won,1,7.2
Han Jin-hee,1,7.2
Georgie Glen,1,7.2
Lee Chang-hoon,1,7.2
Ryan Corr,2,7.2
Zaki Rostom,1,7.2
George Memmoli,1,7.2
Paul Kalkbrenner,1,7.2
Rita Lengyel,1,7.2
Amy Robinson,1,7.2
David Proval,1,7.2
Araba Walton,1,7.2
Zhao Lusi,1,7.2
Robert Tsai,1,7.2
Randy Thom,1,7.2
Richard Romanus,1,7.2
Stephen Curry,1,7.2
Veronica Afflerbach,1,7.2
Paul Basagoitia,1,7.2
Seol-hyun Kim,1,7.2
Seok-jeong Hwang,1,7.2
Cesare Danova,1,7.2
Ryan Bingham,1,7.2
Paul Genovese,1,7.2
Madhura Velankar,3,7.2
Nam-gil Kim,1,7.2
Riley Wang,1,7.2
Nikhil Chinappa,1,7.2
Rie Tanaka,2,7.2
Jamie Donnelly,1,7.2
Cameron McCaul,1,7.2
Didi Conn,1,7.2
Tyler McCaul,1,7.2
Graham Agassiz,1,7.2
Chris Sanders,1,7.2
Cameron Zink,1,7.2
Steve Toussaint,1,7.2
Marco Baliani,1,7.2
Adam Shapiro,1,7.2
Kelly Ward,1,7.2
Tom Van Steenbergen,1,7.2
Kurt Sorge,1,7.2
Michael Tucci,1,7.2
Yuan Hao,1,7.2
Lee Jae-won,1,7.2
Barry Pearl,1,7.2
Maura Tierney,2,7.2
Mark Leonard Winter,1,7.2
Pia Lanciotti,1,7.2
Tess Haubrich,1,7.2
Eve Arden,1,7.2
Alessandro Averone,1,7.2
Simone Colombari,1,7.2
Megan Gay,1,7.2
Joan Blondell,2,7.2
Gottfried John,1,7.2
Izabella Scorupco,1,7.2
Max Mauff,1,7.2
Elaine Jin,1,7.2
Steven Yeun,4,7.2
Sid Caesar,1,7.2
Camilla Filippi,1,7.2
Andreu Lacondeguy,1,7.2
Maurizio Lastrico,1,7.2
Michelle Fairley,3,7.2
Jaxson Riddle,1,7.2
Jeff Conaway,1,7.2
Garett Buehler,1,7.2
Veronique Sandler,1,7.2
Dody Goodman,1,7.2
Carson Storch,1,7.2
Hannah Bergemann,1,7.2
Ethan Nell,1,7.2
Kyung-gu Seol,1,7.2
Jin-young Jang,1,7.2
Laura Calero,1,7.2
Buffy Chen,1,7.2
Joe Savino,1,7.2
Vivian Hsu,1,7.2
Müfit Kayacan,2,7.2
Chen Shu-fang,1,7.2
Victor Sparapane,1,7.2
Samuel de Assis,1,7.2
Rafael Sieg,1,7.2
Tainá Medina,1,7.2
Manu Dieguez,1,7.2
Eva Verena Müller,1,7.2
Thaia Perez,1,7.2
Ric Reitz,1,7.2
Breffini McKenna,1,7.2
Bernhard Schütz,1,7.2
John Carroll,1,7.2
Dwight Ewell,1,7.2
Áurea Maranhão,1,7.2
Nicki von Tempelhoff,1,7.2
Wilbur Fitzgerald,1,7.2
Ronald Zehrfeld,1,7.2
Wesley Guimarães,1,7.2
Cheng Pei-pei,4,7.2
Birdie Sweeney,1,7.2
Laurence Rupp,1,7.2
Sophie Rois,1,7.2
Mickey Rourke,1,7.2
Teresa Wright,1,7.2
Noriko Shinohara,1,7.2
Ushio Shinohara,1,7.2
Steve McQueen,1,7.2
Edward G. Robinson,1,7.2
Seema Deshmukh,1,7.2
Mangal Kenkre,1,7.2
Karl Malden,1,7.2
Emilie de Ravin,1,7.2
Cab Calloway,1,7.2
Theo Marcuse,1,7.2
Q'orianka Kilcher,1,7.2
Jeremy Miliker,1,7.2
Olga Breeskin,1,7.2
Gaetano Aronica,1,7.2
Lyn May,1,7.2
Andree Bernard,1,7.2
Sara Yu,1,7.2
Honduras,3,7.2
Lung Shao-hua,1,7.2
Jeanne Goursaud,1,7.2
Özgü Namal,1,7.2
Shin Ae-ra,1,7.2
Nitin Goel,1,7.2
Felicity Huffman,2,7.2
Jorge Clemente,1,7.2
Noah Fleiss,1,7.2
Sawyer Shipman,1,7.2
Cara Theobold,1,7.2
Geraldine Somerville,1,7.2
Ainsley Harriott,1,7.2
Alki David,1,7.2
Francesco Scianna,1,7.2
Hye-yoon Kim,1,7.2
James Faulkner,2,7.2
Rina Shin,1,7.2
Riann Steele,1,7.2
Lewis Reeves,1,7.2
Serena Gordon,1,7.2
Andrew Shue,1,7.2
Ki-jun Shin,1,7.2
In-Gum Jung,1,7.2
Byeon Woo-seok,1,7.2
Liz Alexander,1,7.2
Ha Hee-ra,1,7.2
Naina Sareen,1,7.2
Mahinder Nath,1,7.2
Umut Kurt,1,7.2
Shashi Bhushan,1,7.2
Becca Lish,1,7.2
Nazmi Kırık,1,7.2
Bahri Beyat,1,7.2
Jimmy London,1,7.2
Jéssica Córes,1,7.2
Meral Okay,1,7.2
Dilber Ay,1,7.2
Oktay Kaynarca,1,7.2
Adrian Dunbar,1,7.2
Steve Mouzakis,1,7.2
Jamie Timony,1,7.2
Ian Meadows,1,7.2
Joyce Guy,1,7.2
Alessandra Negrini,1,7.2
Joey Gaydos Jr.,1,7.2
Rossy Mendoza,1,7.2
Wanda Seux,1,7.2
Jordan-Claire Green,1,7.2
Princesa Yamal,1,7.2
Shardul Bhardwaj,1,7.2
Nutan Sinha,1,7.2
Lewis Fitz-Gerald,1,7.2
Natasha Rastogi,3,7.2
Marius Due,1,7.2
Tony Dalton,1,7.2
Seo Kang-jun,1,7.2
Lupe Ontiveros,2,7.2
Tony Plana,2,7.2
T.J. Atoms,1,7.2
Antonio Ortiz,1,7.2
Imani Lewis,1,7.2
Oswin Benjamin,1,7.2
Radha Blank,1,7.2
Romeo Tan,1,7.2
Sheila Sim,1,7.2
Yuan Shuai,1,7.2
Saúl Lisazo,1,7.2
Carrie Brownstein,1,7.2
Joaquín Cosio,1,7.2
Aloysius Pang,1,7.2
Mohsen Hassanein,1,7.2
Zoë Chao,1,7.2
Karen Pittman,1,7.2
Tien Hsiang Lung,1,7.2
Tien-chi Cheng,1,7.2
Adam Pascal,1,7.2
Suzzanne Douglas,1,7.2
Thirawat Ngosawang,1,7.2
Rafeaa El Shal,1,7.2
Lee Sung-kyoung,1,7.2
Park Min-ji,1,7.2
Hwang Seog-jeong,1,7.2
Son Byung-ho,1,7.2
Niles Fitch,1,7.2
Yoon Sa-bong,2,7.2
Coney Reyes,1,7.2
Ned Martel,1,7.2
Mart Crowley,1,7.2
Nadji Jeter,1,7.2
Tracy Gotoas,1,7.2
John Hannan,1,7.2
Ke Chu,1,7.2
Li Wang,1,7.2
Adina Porter,1,7.2
Pei Hsi Chen,1,7.2
Kristen Miller,1,7.2
Michael Chan Wai-Man,1,7.2
Brian Unger,1,7.2
Masasa Moyo,1,7.2
Sean Jindachot,1,7.2
Kantapat Permpoonpatcharasuk,1,7.2
Wiwat Kongrasri,1,7.2
Chelsea Magritte,1,7.2
Davika Hoorne,1,7.2
Qavi Khan,3,7.2
Ahn Kil-kang,1,7.2
Constance Wu,1,7.2
James Carrey,1,7.2
Sharanya,1,7.2
Carolina Clemente,1,7.2
Demetri Goritsas,1,7.2
Sam Cooke,1,7.2
Nana Mensah,1,7.2
Greg Han,1,7.2
Aaron Chen,1,7.2
Amanda Abbington,1,7.2
Patxi Santamaría,1,7.2
Chu Chung-heng,1,7.2
Edgar Costas,1,7.2
Daniel Fuster,1,7.2
Jorge Cabrera,1,7.2
Mamen Duch,1,7.2
Jenna Lamia,1,7.2
Javier Cifrián,1,7.2
Chani Martín,1,7.2
Lola Cordón,1,7.2
Nacho Sánchez,1,7.2
Biel Montoro,1,7.2
Yen Yi-wen,1,7.2
Gara Takashima,1,7.2
Chipo Chung,1,7.2
Stephen Henderson,2,7.2
Nick Mohammed,1,7.2
Derek Chang,1,7.2
Zhang Guang-chen,1,7.2
Khalid Tyabji,1,7.2
Nik Pajic,1,7.2
Kevin Crowley,1,7.2
Chuck Morgan,1,7.2
Sarika Sartsilpsupa,1,7.2
Ila Arun,3,7.2
Tigmanshu Dhulia,1,7.2
Della Dartyan,2,7.2
Riya Shukla,1,7.2
Swanand Kirkire,1,7.2
Shreedhar Dubey,1,7.2
Gyanendra Tripathi,1,7.2
Armin Mueller-Stahl,2,7.2
Nishant Dahiya,1,7.2
Everly Carganilla,1,7.2
Shivani Raghuvanshi,1,7.2
Lise Baastrup,1,7.2
Martin Brygmann,1,7.2
Ellen Hillingsø,1,7.2
Nicky Andersen,1,7.2
Ching-Ying Lam,1,7.2
Nicoline Sharma Rubow,1,7.2
Jasmin Bart-Williams,1,7.2
William Rützou,1,7.2
Loudon Wainwright III,1,7.2
Robert Hansen,1,7.2
Margot Bancilhon,1,7.2
Stéphane Jobert,1,7.2
Mhamed Arezki,1,7.2
Jeff Gill,3,7.2
Emily Baldoni,1,7.2
Cynthia Evans,1,7.2
Salim Kechiouche,1,7.2
Noureddine Farihi,1,7.2
Abdelghany Kamar,1,7.2
Chanchal,1,7.2
Tiwari,1,7.2
Nana Palsikar,1,7.2
Nayampally,1,7.2
Geert Van Rampelberg,1,7.2
Sulochana Chatterjee,1,7.2
Kate McGregor-Stewart,1,7.2
Sara Giraudeau,1,7.2
Bérénice Bejo,3,7.2
Jeffrey Hollender,1,7.2
Harish Roy,1,7.2
Pramod Shetty,1,7.2
Sanath,1,7.2
Jay,1,7.2
Shreeram,1,7.2
Patrick Kennedy,1,7.2
Hemanth,1,7.2
Nicolas Bro,1,7.2
Koustubh Jayakumar,1,7.2
Sun Lulu,1,7.2
Qian Chen,1,7.2
Gu Jiangshan,1,7.2
Parminder Nagra,1,7.2
Abdel-Wareth Asar,1,7.2
Chenda Run,1,7.2
Kimhak Mun,1,7.2
Nika Sarun,1,7.2
Nabiha Akkari,1,7.2
Menassa Fahmy,1,7.2
Sreyneang Oun,1,7.2
Sothea Khoun,1,7.2
Nita Sarun,1,7.2
Dara Heng,1,7.2
Joshua Sasse,1,7.2
Tori Anderson,1,7.2
Jonathan Langdon,1,7.2
Jesse Rath,1,7.2
Maya Lynne Robinson,1,7.2
Ruby Jay,1,7.2
Socheata Sveng,1,7.2
Moisés Arias,1,7.2
Kompheak Phoeung,1,7.2
Mekhi Phifer,2,7.2
Sreymoch Sareum,1,7.2
Amy Pietz,1,7.2
Kimberly Hébert Gregory,1,7.2
Paul Mercurio,1,7.2
Tara Morice,1,7.2
Ditte Hansen,1,7.2
Anders W. Berthelsen,1,7.2
Dan Castellaneta,2,7.2
Mitchell Ryan,1,7.2
Valerie Landsburg,1,7.2
Nikki Cox,1,7.2
Scott Lawrence,2,7.2
Fred Thompson,1,7.2
Jim Curley,1,7.2
Sally Hughes,1,7.2
Peter Whitford,1,7.2
Steven Mackintosh,3,7.2
Anant Mahadevan,1,7.2
Devansh Doshi,1,7.2
Babetida Sadjo,2,7.2
Barry Otto,1,7.2
Arpit Chaudhary,1,7.2
Yamini Singh,1,7.2
Abhay Kulkarni,1,7.2
Patcha Kitchaicharoen,1,7.2
Veena Nair,1,7.2
Joe Mantello,1,7.2
Rinke Khanna,1,7.2
Disha Thakur,1,7.2
Angeline Quinto,1,7.2
Thomas Ong,2,7.2
Rebecka Hemse,1,7.2
Timm Vladimir,1,7.2
Charlotte Fich,1,7.2
Joan Pera,1,7.2
Marina San José,1,7.2
Diana Gómez,1,7.2
Carmen Gutiérrez,1,7.2
Luis Larrodera,1,7.2
Eudald Font,1,7.2
Guiomar Puerta,1,7.2
Raj Arjun,3,7.2
Pat Thomson,1,7.2
Josephine Raahauge,1,7.2
Ewa Fröling,1,7.2
Bárbara López,1,7.2
Lucía Uribe,1,7.2
Coty Camacho,1,7.2
Diego Calva Hernández,1,7.2
Tomás Ruiz,1,7.2
Amaryllis Fox,1,7.2
Gia Carides,1,7.2
Bent Mejding,1,7.2
Priya Bapat,2,7.2
Flemming Enevold,1,7.2
Karsten Jansfort,1,7.2
Dejan Cukic,1,7.2
Da'Vine Joy Randolph,1,7.2
Gratitude Dai,1,7.2
Balaji Manohar,1,7.2
Kanako Tojo,1,7.2
Momo Asakura,1,7.2
Manami Sugihira,1,7.2
Rodrigo Abed,1,7.2
Roberto Mateos,1,7.2
Greeshma Sridhar,1,7.2
Roberto Sosa,1,7.2
Wilfree Vasquez,1,7.2
Kevin Rivera,1,7.2
Krystal Rodriguez,1,7.2
Alankrita Sahai,1,7.2
Angira Dhar,1,7.2
Meredith Eaton,1,7.2
Paddy Considine,1,7.2
Tarita,1,7.2
Richard Haydn,1,7.2
Hugh Griffith,1,7.2
Ewen Bremner,5,7.2
Luis Roberto Guzmán,2,7.2
Amandla Stenberg,1,7.2
Leïla Bekhti,1,7.2
Lada Obradovic,1,7.2
Silvestre Rasuk,1,7.2
Ryan Doucette,1,7.2
Tom Canton,1,7.2
Hikaru Ueda,1,7.2
Michael McPhee,1,7.2
Taiten Kusunoki,1,7.2
Ariel Rivera,2,7.2
Bubbles Sabharwal,1,7.2
Myra Karn,1,7.2
Tim Tolin,1,7.2
Tommy Kenter,1,7.2
Chris McGarry,1,7.2
Aubrey Dollar,1,7.2
Edward Fordham Jr.,1,7.2
Xiao Man,1,7.2
Frances Conroy,2,7.2
Jennifer Ellison,1,7.2
Julie Christiansen,1,7.2
Benjamin Kitter,1,7.2
Katrine Rosenthal,1,7.2
Miguel Sandoval,4,7.2
Esben Smed,1,7.2
Ranjeeta Kaur,1,7.2
Edén Villavicencio,1,7.2
Carlos Corona,1,7.2
Kevin Alexander Clark,1,7.2
Giancarlo Ruiz,1,7.2
Mayra Batalla,1,7.2
Sridevi,2,7.2
Brenda Fricker,1,7.2
Jeremy Akerman,1,7.2
Iván Aragón,1,7.2
Chen Bohao,1,7.2
Deng Yuli,1,7.2
Li Huan,1,7.2
Fang Wenqiang,1,7.2
Peter Capaldi,2,7.2
Miles Jupp,1,7.2
Jason Watkins,1,7.2
Gong Rui,1,7.2
Alexis Viera,1,7.2
Ned Beatty,1,7.2
Victor McGuire,1,7.2
Jordan Mifsud,1,7.2
Steven Rinella,1,7.2
Conor Quinlan,1,7.2
Conor MacNeill,1,7.2
Charlie Kelly,1,7.2
Ronan Raftery,1,7.2
Margherita Caviezel,1,7.2
Tod Fennell,1,7.2
Mark Camacho,1,7.2
Tony Robinow,1,7.2
Roberto Herlitzka,1,7.2
Giordano De Plano,1,7.2
Bronte Carmichael,1,7.2
Zhang Zhang,1,7.2
Ato Essandoh,2,7.2
Mary-Colin Chisholm,1,7.2
Chia-ying Lee,1,7.2
Kevin Kincaid,1,7.2
Arya Banerjee,1,7.2
Zhang Chao,1,7.2
Randy Kerber,1,7.2
Angelo Tijssens,1,7.2
Chris Thys,1,7.2
Alice de Broqueville,1,7.2
Brad Garrett,1,7.2
Paul F. Tompkins,2,7.2
Elyes Aguis,1,7.2
Magali Elali,1,7.2
Valentijn Dhaenens,1,7.2
Damian Nueva Cortes,1,7.2
Li Tingting,1,7.2
Katelijne Damen,1,7.2
Tijmen Govaerts,1,7.2
Altagracia Guzman,1,7.2
Judy Marte,1,7.2
Oliver Bodart,1,7.2
Victor Polster,1,7.2
Phoebe Huang,1,7.2
Wei Lin,1,7.2
Wen-lin Fang,1,7.2
Geeta Sudan,1,7.2
Fahriye Evcen,1,7.2
Princess,1,7.2
Joey Paras,1,7.2
Issei Futamata,1,7.2
Indah Permatasari,2,7.2
Trisha Krishnan,1,7.2
Jens Albinus,1,7.2
M. Sasikumar,1,7.2
Anders Hove,1,7.2
Rajnikanth,1,7.2
Rasmus Bjerg,1,7.2
Sarah Viktoria Bjerregaard,1,7.2
Kaneta Kimotsuki,1,7.2
Gustave Kervern,1,7.2
Ole Lemmeke,1,7.2
James Robertson Justice,2,7.2
Tom Payne,1,7.2
Andres Williams,1,7.2
Akit Tay,1,7.2
Zhang Yaodong,1,7.2
Alex Lutz,1,7.2
Eiko Yamada,1,7.2
Armida Siguion-Reyna,1,7.2
Yuzuru Fujimoto,1,7.2
Yuri Nashiwa,1,7.2
Joanne Peh,1,7.2
Allan Paule,1,7.2
Beverly Salviejo,1,7.2
Runa Akiyama,1,7.2
Gopalkrishna Deshpande,1,7.2
Yuko Mita,1,7.2
Alice de Lencquesaing,1,7.2
Peace Yang,2,7.2
Teté Espinoza,1,7.2
Donna Maldonado,1,7.2
Bibeth Orteza,1,7.2
Rolf Petersen,1,7.2
Darryl Kurylo,1,7.2
Harshil Koushik,1,7.2
Matt Yang King,1,7.2
Nicolas Martinez,1,7.2
Tamara Vallarta,1,7.2
Shaanthala,1,7.2
Damián Alcázar,2,7.2
Soxy Topacio,1,7.2
Louise Coldefy,1,7.2
Michael Marcus,1,7.2
Emma Rigby,1,7.2
Tammi Øst,1,7.2
Masako Sugaya,1,7.2
Rez Cortez,1,7.2
Helen Walsh,1,7.2
William Vanderpuye,1,7.2
Junko Hori,1,7.2
Abel Folk,2,7.199999999999999
Nishikant Kamat,2,7.199999999999999
Shailene Woodley,2,7.199999999999999
Tommy Lewis,2,7.199999999999999
Hisao Egawa,2,7.199999999999999
Cris Villanueva,2,7.199999999999999
Pablo Derqui,2,7.199999999999999
Lucy Decoutere,2,7.199999999999999
Barrie Dunn,2,7.199999999999999
Sargun Mehta,2,7.199999999999999
Serge Houde,2,7.199999999999999
Nushrat Bharucha,4,7.199999999999999
Jimmy Carr,3,7.199999999999999
Lotus Wang,2,7.199999999999999
Loveleen Mishra,2,7.199999999999999
Sushant Singh,3,7.199999999999999
Jesse Moss,2,7.199999999999999
Makarand Anaspure,2,7.199999999999999
Sophie Kennedy Clark,2,7.199999999999999
Luminita Gheorghiu,2,7.199999999999999
Karl Yune,2,7.199999999999999
Katherine Wang,2,7.199999999999999
Kouki Uchiyama,2,7.199999999999999
Konstantin Khabenskiy,2,7.199999999999999
Jillian Bell,2,7.199999999999999
Alice Braga,2,7.199999999999999
Paul Rudd,9,7.188888888888889
Christopher Walken,7,7.185714285714285
Rooney Mara,6,7.183333333333334
Jyoti Subhash,5,7.18
Mikako Komatsu,5,7.18
Ginnifer Goodwin,4,7.175000000000001
Siddique,4,7.175000000000001
Yılmaz Erdoğan,4,7.175
Aparshakti Khurana,3,7.166666666666667
Mark Feuerstein,3,7.166666666666667
Chris Diamantopoulos,3,7.166666666666667
Lorraine Ashbourne,3,7.166666666666667
Danny DeVito,3,7.166666666666667
Richard Harris,3,7.166666666666667
Paco Ignacio Taibo II,3,7.166666666666667
Ketchup Eusebio,3,7.166666666666667
Tan France,3,7.166666666666667
Dale Dickey,6,7.166666666666667
Junji Majima,3,7.166666666666667
Dolly Parton,3,7.166666666666667
Takahiro Sakurai,15,7.159999999999999
David Thewlis,6,7.150000000000001
KRS-One,2,7.15
Donald Glover,2,7.15
Chung Hsin-ling,2,7.15
Samiya Mumtaz,2,7.15
Daniel Sträßer,2,7.15
Rod Steiger,2,7.15
Sai Tamhankar,4,7.15
Jacob Lofland,2,7.15
Edmund Kingsley,2,7.15
Geraldine James,4,7.15
Chen Zhi Hui,2,7.15
Ayako Kawasumi,2,7.15
Michael Ontkean,2,7.15
Jon Jon Briones,2,7.15
Kwon Soo-hyun,2,7.15
Eddie Garcia,2,7.15
Benny Safdie,2,7.15
Neetu Chandra,2,7.15
Charlie Adler,2,7.15
Nigel Lindsay,2,7.15
Jet Chao,2,7.15
Georges Khabbaz,2,7.15
Dewi Irawan,2,7.15
José Dumont,2,7.15
Puff Kuo,2,7.15
Lakshmi Priyaa Chandramouli,2,7.15
Karl Glusman,2,7.15
D. Santosh,2,7.15
Sanjay Mone,2,7.15
John Finnegan,2,7.15
Charmaine Fong,2,7.15
Paul Scheer,2,7.15
Brian d'Arcy James,4,7.15
Kevin Carroll,2,7.15
Poorna Jagannathan,2,7.15
Saara Chaudry,2,7.15
Jennifer Connelly,2,7.15
Sophie Thompson,2,7.15
Peter Schneider,2,7.15
Udo Kroschwald,2,7.15
Samantha Sloyan,2,7.15
J.T. Walsh,2,7.15
Ali Wong,4,7.15
Edward Furlong,2,7.15
Finn Wolfhard,2,7.15
Ashley Park,2,7.15
Claudette Maillé,2,7.15
Brandon Jay McLaren,2,7.15
Park Hae-soo,2,7.15
Antara Mali,2,7.15
Jacky Ido,2,7.15
Natascha McElhone,2,7.15
Apinya Sakuljaroensuk,2,7.15
Joshua Jackson,2,7.15
Jane Adams,2,7.15
Ki Hong Lee,2,7.15
Wayne Knight,2,7.15
Ann Kok,2,7.15
Ice-T,2,7.15
Prasenjit Chatterjee,2,7.15
Willa Fitzgerald,2,7.15
Ray Winstone,6,7.1499999999999995
Natsuki Hanae,6,7.1499999999999995
Lekh Tandon,2,7.1499999999999995
Jack Nicholson,6,7.1499999999999995
Philip Baker Hall,8,7.1499999999999995
Robert Redford,5,7.140000000000001
Stacy Keach,5,7.140000000000001
Hirotaka Suzuoki,5,7.139999999999999
Ryotaro Okiayu,5,7.139999999999999
Michael Gambon,6,7.133333333333334
Peyman Moaadi,3,7.133333333333334
Ari Ozawa,3,7.133333333333333
Imelda Staunton,3,7.133333333333333
Margot Robbie,3,7.133333333333333
Kavi Shastri,3,7.133333333333333
Arcelia Ramírez,3,7.133333333333333
Megumi Ogata,3,7.133333333333333
Namit Das,3,7.133333333333333
Diljit Dosanjh,4,7.125
Cherami Leigh,4,7.125
Jun Fukuyama,4,7.125
Stephen Rea,4,7.125
Robert Duvall,4,7.125
Ashleigh Ball,5,7.12
Matthew McConaughey,5,7.12
Dave Chappelle,5,7.12
Alison Pill,6,7.116666666666667
Embeth Davidtz,6,7.116666666666667
Emma Stone,7,7.114285714285715
Sayaka Ohara,7,7.114285714285714
Laura Linney,11,7.109090909090909
Amy Adams,13,7.107692307692308
Cillian Murphy,3,7.1000000000000005
R. Kelly,3,7.1000000000000005
Griffin Dunne,3,7.1000000000000005
Vijay Sethupathi,3,7.1000000000000005
Dr. Dre,3,7.1000000000000005
Giullian Yao Gioiello,2,7.1000000000000005
Helen McCrory,3,7.1000000000000005
Dan Stevens,4,7.1000000000000005
Oliver Hudson,3,7.1000000000000005
Parveen Babi,3,7.1000000000000005
B.J. Novak,4,7.1000000000000005
Scott Kyle,1,7.1
Benjamin O'Mahony,1,7.1
Samuel Pang,1,7.1
Mark Stanley,1,7.1
Bryan Parry,1,7.1
Liam Ainsworth,1,7.1
David Elliot,1,7.1
Harriet Lenabe,1,7.1
Andy Gibbins,1,7.1
Devon Seron,1,7.1
Esther Wu,1,7.1
Kosei Hirota,1,7.1
Rose Chan,1,7.1
Chen Yating,1,7.1
Paul Luebke,1,7.1
Vincent Kok,1,7.1
Michael Wai-Man Chan,1,7.1
Sarika,1,7.1
Philip Chan,1,7.1
Dheirya Sonecha,1,7.1
Sana Shaikh,1,7.1
Ankush Dubey,1,7.1
Joo-hyung Park,1,7.1
John Doughty,1,7.1
Robert Mitchell,1,7.1
Thomas Davison,1,7.1
Megumi Nakajima,1,7.1
Vilma Santos,1,7.1
Sam Bell,1,7.1
